Cliente_Perdido,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Cliente_Activo,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Factura_Digital,Metodo_Pago,Factura_Mensual,Factura_Diaria
0,F,0,0,0,13,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque,70.15,2.3383
1,M,0,0,0,5,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,80.6,2.6867
0,F,0,1,1,72,1,1,Fibra óptica,1,0,0,0,0,0,Bi-anual,0,Débito automático,79.05,2.635
0,F,0,1,0,72,1,1,Fibra óptica,0,1,1,1,1,1,Bi-anual,1,E-cheque,110.15,3.6717
0,M,0,0,0,24,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,Tarjeta de crédito,79.85,2.6617
1,M,0,0,0,1,0,Sin telefonía,DSL,0,0,0,0,1,1,Mensual,1,Cheque,45.3,1.51
0,F,0,1,1,72,1,1,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,Débito automático,118.75,3.9583
0,F,0,1,0,68,1,1,Fibra óptica,1,1,0,0,0,0,Bi-anual,1,Débito automático,84.7,2.8233
1,F,0,0,0,2,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito,74.9,2.4967
0,M,0,0,1,62,1,1,Fibra óptica,0,0,1,1,1,1,Bi-anual,1,E-cheque,104.05,3.4683
0,F,0,1,1,41,1,0,DSL,1,0,0,1,1,1,Anual,1,Tarjeta de crédito,74.7,2.49
0,F,1,1,1,46,1,1,Fibra óptica,1,1,0,1,1,1,Mensual,1,E-cheque,110.2,3.6733
1,M,1,0,0,3,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,76.05,2.535
0,M,0,0,0,1,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,E-cheque,89.25,2.975
0,M,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Bi-anual,1,Cheque,91.25,3.0417
1,F,1,1,0,2,1,0,DSL,0,1,0,0,0,0,Mensual,0,Tarjeta de crédito,50.15,1.6717
1,F,1,0,0,2,1,0,DSL,1,1,0,0,0,0,Mensual,0,Cheque,54.85,1.8283
0,F,0,0,0,60,1,0,DSL,0,1,1,1,1,0,Anual,1,Tarjeta de crédito,70.15,2.3383
0,M,0,0,0,40,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,84.9,2.83
0,M,0,1,1,27,1,1,Fibra óptica,1,1,0,1,1,0,Mensual,0,E-cheque,100.75,3.3583
1,M,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,1,E-cheque,43.3,1.4433
0,F,0,1,0,1,0,Sin telefonía,DSL,0,1,0,0,0,0,Mensual,1,E-cheque,29.85,0.995
1,M,0,1,1,6,1,0,DSL,0,0,0,0,0,0,Mensual,1,Débito automático,44.6,1.4867
1,M,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,46.3,1.5433
0,M,1,0,0,34,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito,69.15,2.305
1,F,0,0,1,1,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,79.6,2.6533
0,M,0,1,1,32,0,Sin telefonía,DSL,0,0,1,0,1,1,Mensual,0,Tarjeta de crédito,50.6,1.6867
1,F,0,0,0,1,1,0,Fibra óptica,0,1,0,0,0,0,Mensual,0,E-cheque,75.8,2.5267
0,F,0,0,0,27,1,0,0,0,0,0,0,0,0,Bi-anual,1,Débito automático,20.25,0.675
0,F,0,0,0,12,1,0,Fibra óptica,1,0,0,0,1,0,Anual,1,Tarjeta de crédito,85.15,2.8383
0,F,0,0,0,65,1,0,DSL,1,1,0,1,0,0,Bi-anual,1,Cheque,59.6,1.9867
1,M,0,1,0,2,1,0,Fibra óptica,0,0,1,0,0,0,Mensual,0,E-cheque,76.4,2.5467
1,M,0,1,0,42,1,1,Fibra óptica,0,0,1,1,1,1,Mensual,1,Débito automático,106.15,3.5383
0,F,0,1,1,62,0,Sin telefonía,DSL,1,1,0,1,1,0,Bi-anual,0,Débito automático,48.7,1.6233
0,F,0,0,0,48,1,1,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,24.0,0.8
0,M,0,1,1,35,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.6,0.6533
0,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.55,0.6517
0,F,0,1,0,71,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.6,0.6533
0,F,0,1,1,72,1,1,Fibra óptica,1,0,1,1,1,1,Bi-anual,1,Débito automático,110.45,3.6817
1,M,0,0,1,12,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,73.75,2.4583
0,F,0,0,0,31,0,Sin telefonía,DSL,1,1,0,1,0,1,Bi-anual,1,Débito automático,49.85,1.6617
0,F,0,1,0,45,1,0,DSL,0,0,1,0,0,0,Mensual,1,Tarjeta de crédito,50.25,1.675
0,M,0,0,0,72,1,0,0,0,0,0,0,0,0,Bi-anual,1,Tarjeta de crédito,19.8,0.66
0,M,0,1,1,45,1,1,Fibra óptica,0,1,1,0,0,1,Anual,1,Tarjeta de crédito,95.0,3.1667
0,M,0,0,1,62,1,1,0,0,0,0,0,0,0,Bi-anual,1,Cheque,24.4,0.8133
0,F,0,0,0,17,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,19.55,0.6517
0,M,0,0,0,54,1,1,DSL,1,0,1,1,1,1,Bi-anual,0,Débito automático,87.1,2.9033
0,M,0,0,0,15,1,1,0,0,0,0,0,0,0,Mensual,1,E-cheque,26.35,0.8783
0,M,0,1,1,22,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,0,Débito automático,75.0,2.5
1,M,0,0,0,12,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,84.45,2.815
1,M,0,1,1,49,0,Sin telefonía,DSL,0,1,0,0,1,1,Anual,1,Débito automático,51.8,1.7267
1,F,0,1,0,2,0,Sin telefonía,DSL,0,0,0,0,1,1,Mensual,0,E-cheque,44.6,1.4867
0,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,E-cheque,19.45,0.6483
1,M,0,1,1,24,1,1,DSL,1,0,0,0,0,0,Mensual,0,E-cheque,54.75,1.825
0,F,0,1,0,53,1,1,DSL,1,1,1,0,0,1,Anual,0,Débito automático,74.1,2.47
0,F,0,1,0,42,1,1,Fibra óptica,0,0,1,1,0,0,Mensual,1,Tarjeta de crédito,85.9,2.8633
0,M,1,1,0,56,1,0,DSL,1,1,1,1,1,1,Bi-anual,1,Débito automático,85.65,2.855
0,M,0,0,0,28,0,Sin telefonía,DSL,0,0,0,1,0,0,Mensual,1,Tarjeta de crédito,30.1,1.0033
0,M,0,0,1,6,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.7,0.6567
1,M,0,0,1,1,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque,49.9,1.6633
1,F,0,0,0,11,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,76.5,2.55
1,F,0,1,0,37,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,1,Tarjeta de crédito,78.95,2.6317
0,F,1,1,0,56,1,1,Fibra óptica,1,1,1,1,0,0,Anual,0,E-cheque,95.65,3.1883
0,F,0,0,0,7,1,0,DSL,1,0,0,0,0,1,Anual,1,E-cheque,59.1,1.97
1,M,1,0,0,66,1,1,Fibra óptica,0,1,1,1,1,1,Anual,0,Tarjeta de crédito,110.9,3.6967
0,F,0,1,1,25,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.05,0.6683
0,M,0,1,0,57,1,0,DSL,1,1,0,1,0,0,Bi-anual,1,E-cheque,59.75,1.9917
0,F,0,1,1,47,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,20.05,0.6683
0,F,0,0,1,8,0,Sin telefonía,DSL,1,0,0,0,0,1,Mensual,1,E-cheque,38.5,1.2833
0,M,1,0,0,12,0,Sin telefonía,DSL,0,1,0,0,0,0,Mensual,1,Tarjeta de crédito,29.35,0.9783
0,F,0,1,1,58,1,0,DSL,0,0,0,0,0,0,Anual,1,Cheque,44.1,1.47
0,M,0,0,0,2,1,0,0,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,19.9,0.6633
1,F,0,0,0,7,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,79.0,2.6333
0,M,0,0,0,52,1,1,DSL,1,0,0,1,1,1,Bi-anual,1,Tarjeta de crédito,79.75,2.6583
0,M,0,1,1,70,1,1,DSL,1,1,1,1,1,0,Bi-anual,1,Débito automático,79.25,2.6417
1,F,0,0,0,22,1,0,DSL,1,0,0,0,0,0,Mensual,1,Tarjeta de crédito,48.8,1.6267
1,M,1,1,1,46,1,1,Fibra óptica,1,1,1,0,1,0,Mensual,1,E-cheque,100.7,3.3567
0,M,0,0,1,39,1,1,Fibra óptica,0,0,0,1,1,1,Bi-anual,0,Cheque,100.55,3.3517
0,F,0,1,1,63,1,0,0,0,0,0,0,0,0,Bi-anual,0,E-cheque,19.35,0.645
0,M,0,1,1,0,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.85,0.6617
0,F,0,1,1,54,1,0,0,0,0,0,0,0,0,Bi-anual,1,Débito automático,20.35,0.6783
0,M,0,0,0,11,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,19.5,0.65
0,M,0,1,0,71,1,1,DSL,1,1,1,1,0,1,Bi-anual,1,Cheque,80.1,2.67
0,M,0,1,0,43,1,0,Fibra óptica,1,0,1,1,0,0,Anual,1,Débito automático,84.25,2.8083
1,M,1,0,0,38,1,0,DSL,0,1,1,1,1,0,Anual,1,Tarjeta de crédito,70.15,2.3383
0,M,1,1,0,21,1,0,Fibra óptica,0,0,1,0,1,0,Mensual,0,Débito automático,86.55,2.885
1,F,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,69.2,2.3067
0,M,0,0,0,19,1,0,Fibra óptica,0,0,0,1,0,1,Anual,1,Tarjeta de crédito,87.7,2.9233
0,M,0,1,0,59,1,1,Fibra óptica,1,1,1,1,1,1,Bi-anual,0,E-cheque,113.75,3.7917
1,M,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,44.15,1.4717
0,F,0,1,0,72,1,1,Fibra óptica,1,1,1,1,1,0,Bi-anual,1,Débito automático,103.95,3.465
0,M,0,0,1,29,1,1,Fibra óptica,0,1,1,1,0,1,Anual,0,Tarjeta de crédito,100.55,3.3517
0,F,0,1,1,36,0,Sin telefonía,DSL,1,0,1,1,0,0,Bi-anual,0,Tarjeta de crédito,40.65,1.355
1,F,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,69.6,2.32
0,M,0,0,0,10,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.35,0.6783
1,F,0,0,0,39,1,0,Fibra óptica,0,0,1,1,0,0,Bi-anual,1,E-cheque,80.45,2.6817
0,F,1,1,0,17,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,E-cheque,92.55,3.085
0,M,0,1,1,12,1,0,DSL,0,0,0,0,1,0,Mensual,1,Cheque,56.3,1.8767
0,F,0,1,0,58,1,1,DSL,1,0,0,1,0,0,Anual,1,Débito automático,61.05,2.035
0,M,0,1,0,57,1,0,DSL,1,0,0,1,0,0,Mensual,0,E-cheque,55.7,1.8567
0,F,0,1,1,69,1,0,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,20.15,0.6717
0,F,0,0,0,23,1,1,DSL,1,0,1,0,1,1,Anual,1,E-cheque,78.55,2.6183
0,F,0,0,0,33,1,0,Fibra óptica,0,1,0,1,0,0,Anual,1,Débito automático,79.95,2.665
1,F,1,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,0,E-cheque,45.0,1.5
0,M,0,1,1,8,1,0,0,0,0,0,0,0,0,Anual,0,Tarjeta de crédito,19.9,0.6633
0,M,0,1,1,34,1,0,Fibra óptica,0,1,1,0,1,0,Mensual,1,E-cheque,89.85,2.995
1,M,0,1,1,14,1,0,DSL,1,1,0,0,1,0,Mensual,1,E-cheque,65.45,2.1817
0,M,0,1,1,72,1,1,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,24.3,0.81
0,M,0,1,0,71,1,0,DSL,1,0,0,1,0,0,Bi-anual,0,Débito automático,54.5,1.8167
0,M,0,1,1,64,1,0,DSL,1,0,1,0,1,1,Anual,1,Tarjeta de crédito,73.05,2.435
0,M,0,1,1,53,1,0,DSL,0,1,0,1,1,0,Mensual,0,Tarjeta de crédito,65.0,2.1667
0,F,0,1,0,68,1,1,Fibra óptica,0,0,1,0,1,0,Bi-anual,1,Débito automático,89.95,2.9983
1,M,0,1,1,5,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,E-cheque,80.15,2.6717
0,M,1,0,0,52,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Débito automático,72.95,2.4317
1,M,0,1,0,67,1,1,Fibra óptica,0,1,1,0,1,1,Anual,0,E-cheque,104.1,3.47
0,F,0,0,0,68,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,20.5,0.6833
0,F,0,1,1,49,1,0,DSL,0,1,1,0,1,1,Anual,0,Tarjeta de crédito,78.0,2.6
0,M,0,1,1,37,1,0,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,19.8,0.66
0,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.0,0.6667
1,M,0,0,0,23,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,1,E-cheque,81.0,2.7
0,M,0,0,0,11,1,0,0,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,20.45,0.6817
0,F,0,0,0,70,1,0,0,0,0,0,0,0,0,Anual,0,Débito automático,19.7,0.6567
0,M,0,0,0,40,1,0,DSL,1,1,0,1,0,0,Mensual,1,Cheque,61.9,2.0633
0,F,0,1,1,69,1,1,Fibra óptica,0,1,0,1,0,1,Bi-anual,1,Débito automático,93.3,3.11
0,F,0,1,1,71,1,1,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,24.7,0.8233
0,M,0,1,1,61,1,0,DSL,1,1,1,1,1,1,Anual,0,Débito automático,84.9,2.83
0,F,0,0,0,26,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Débito automático,100.5,3.35
1,F,0,1,1,48,1,1,Fibra óptica,0,0,0,0,0,1,Anual,1,Cheque,82.05,2.735
0,M,0,1,1,60,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.55,0.685
0,M,0,1,0,15,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Débito automático,68.6,2.2867
0,F,0,1,0,69,1,0,Fibra óptica,1,1,0,1,1,1,Anual,1,Tarjeta de crédito,106.4,3.5467
0,F,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.65,0.655
1,M,0,1,0,59,0,Sin telefonía,DSL,0,1,0,0,0,1,Mensual,1,Débito automático,41.05,1.3683
0,M,0,1,1,54,1,1,Fibra óptica,0,1,0,1,1,1,Anual,1,E-cheque,105.2,3.5067
0,M,0,1,1,72,0,Sin telefonía,DSL,1,0,1,1,1,1,Bi-anual,0,Débito automático,60.95,2.0317
0,F,0,0,0,9,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,19.5,0.65
0,M,0,1,1,2,1,0,DSL,0,0,0,0,0,0,Mensual,1,E-cheque,44.5,1.4833
0,M,0,1,1,66,1,0,0,0,0,0,0,0,0,Bi-anual,1,Cheque,19.75,0.6583
0,F,0,1,1,72,1,1,Fibra óptica,0,1,1,1,0,1,Bi-anual,1,Débito automático,98.65,3.2883
1,M,0,0,0,43,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,1,E-cheque,75.2,2.5067
0,F,1,0,0,57,0,Sin telefonía,DSL,0,1,1,0,1,1,Mensual,1,E-cheque,55.0,1.8333
1,F,0,1,1,1,0,Sin telefonía,DSL,0,0,0,1,1,0,Mensual,0,E-cheque,40.1,1.3367
1,F,0,1,1,32,1,1,Fibra óptica,0,0,1,0,0,1,Mensual,1,Débito automático,91.05,3.035
0,M,1,1,0,55,1,1,Fibra óptica,0,1,1,1,1,1,Bi-anual,1,E-cheque,113.6,3.7867
0,M,0,1,0,51,0,Sin telefonía,DSL,0,1,0,0,0,0,Mensual,1,Tarjeta de crédito,30.05,1.0017
0,F,0,1,1,6,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque,48.8,1.6267
1,M,0,1,1,8,1,0,DSL,0,0,1,0,0,0,Mensual,1,E-cheque,51.05,1.7017
0,F,0,0,0,28,0,Sin telefonía,DSL,0,0,1,1,0,0,Mensual,1,Cheque,35.75,1.1917
0,M,0,1,1,16,1,0,DSL,1,1,0,0,0,0,Anual,1,Cheque,55.85,1.8617
0,F,1,0,1,30,1,1,Fibra óptica,0,0,0,1,1,1,Mensual,1,E-cheque,101.3,3.3767
0,F,0,0,0,12,0,Sin telefonía,DSL,0,1,1,1,1,1,Anual,0,E-cheque,60.65,2.0217
1,F,0,0,0,60,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,E-cheque,105.9,3.53
0,M,0,0,0,55,1,0,DSL,0,1,0,1,0,1,Anual,1,E-cheque,64.2,2.14
0,F,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,45.35,1.5117
0,M,0,1,1,34,0,Sin telefonía,DSL,0,0,0,1,1,0,Bi-anual,1,E-cheque,40.55,1.3517
1,M,0,0,0,15,0,Sin telefonía,DSL,0,0,0,1,0,0,Mensual,1,E-cheque,29.7,0.99
1,F,0,0,0,2,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,80.65,2.6883
0,F,0,1,1,6,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,19.7,0.6567
1,M,0,1,0,66,1,1,Fibra óptica,1,0,1,0,1,1,Bi-anual,1,Tarjeta de crédito,106.05,3.535
0,M,0,0,1,3,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.85,0.695
0,F,0,1,1,72,1,1,Fibra óptica,1,1,0,0,1,0,Bi-anual,1,E-cheque,95.1,3.17
0,F,0,0,0,10,1,0,DSL,0,0,0,1,0,1,Mensual,1,Cheque,60.95,2.0317
1,M,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Mensual,1,E-cheque,50.45,1.6817
0,F,0,1,1,47,1,0,DSL,0,1,0,1,0,1,Bi-anual,0,Débito automático,63.8,2.1267
0,M,0,0,0,22,0,Sin telefonía,DSL,0,0,1,1,1,1,Bi-anual,0,Débito automático,56.75,1.8917
1,M,0,0,0,31,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,E-cheque,103.45,3.4483
0,F,0,1,1,39,1,0,Fibra óptica,0,0,1,1,0,0,Mensual,1,Débito automático,81.5,2.7167
1,M,1,1,0,30,1,0,DSL,0,1,0,0,0,0,Mensual,1,Débito automático,50.4,1.68
0,F,0,1,1,12,1,0,0,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,20.1,0.67
1,M,1,1,0,10,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,86.65,2.8883
0,M,1,1,0,45,1,1,DSL,1,0,1,1,0,1,Bi-anual,0,Tarjeta de crédito,75.15,2.505
1,M,0,1,0,18,1,1,Fibra óptica,1,0,0,0,1,1,Mensual,1,E-cheque,99.4,3.3133
0,M,0,1,1,70,0,Sin telefonía,DSL,0,1,1,1,1,1,Anual,0,E-cheque,60.35,2.0117
0,F,0,1,1,72,0,Sin telefonía,DSL,1,1,1,1,1,1,Bi-anual,1,Tarjeta de crédito,65.2,2.1733
1,F,0,0,0,12,1,1,Fibra óptica,1,1,1,0,0,1,Mensual,1,Débito automático,99.7,3.3233
0,F,0,1,1,3,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.3,0.6433
1,F,0,0,0,4,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,0,Débito automático,77.95,2.5983
0,M,0,0,0,6,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,20.15,0.6717
0,F,1,1,0,61,1,1,Fibra óptica,1,1,1,1,0,0,Mensual,1,Tarjeta de crédito,94.2,3.14
0,F,1,1,0,42,1,1,Fibra óptica,1,0,1,0,1,1,Anual,1,Débito automático,105.2,3.5067
0,M,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque,50.75,1.6917
0,M,0,0,0,45,0,Sin telefonía,DSL,1,0,1,1,0,0,Anual,0,Débito automático,42.3,1.41
0,F,0,0,0,8,1,0,DSL,1,0,0,1,0,1,Mensual,0,Débito automático,66.05,2.2017
0,F,0,0,0,14,1,0,DSL,0,0,0,1,1,1,Mensual,1,E-cheque,69.65,2.3217
0,M,0,0,0,18,1,0,DSL,1,0,1,1,1,0,Mensual,1,E-cheque,68.35,2.2783
0,F,0,0,0,43,1,1,0,0,0,0,0,0,0,Bi-anual,1,Tarjeta de crédito,25.7,0.8567
0,M,0,1,0,27,1,0,DSL,1,0,0,0,0,0,Anual,0,Tarjeta de crédito,48.7,1.6233
0,F,0,0,0,18,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,74.15,2.4717
1,M,0,1,0,5,0,Sin telefonía,DSL,0,0,0,0,0,0,Mensual,1,E-cheque,24.95,0.8317
0,F,0,1,1,52,1,0,Fibra óptica,1,0,1,1,0,0,Mensual,1,Débito automático,84.05,2.8017
0,M,0,1,0,3,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,20.0,0.6667
0,F,0,0,0,23,1,0,DSL,0,0,1,0,0,0,Mensual,0,Tarjeta de crédito,49.7,1.6567
1,F,0,1,1,17,1,1,0,0,0,0,0,0,0,Mensual,0,Cheque,24.1,0.8033
0,F,0,1,0,20,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.35,0.6783
0,M,1,0,0,31,1,1,Fibra óptica,0,0,1,1,1,0,Mensual,1,Débito automático,96.6,3.22
0,F,0,1,0,1,1,0,0,0,0,0,0,0,0,Mensual,1,Débito automático,20.3,0.6767
0,M,0,0,0,35,1,0,0,0,0,0,0,0,0,Bi-anual,1,Cheque,20.2,0.6733
0,F,0,1,1,6,0,Sin telefonía,DSL,0,1,1,1,0,0,Bi-anual,0,Cheque,40.55,1.3517
1,F,0,0,0,2,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,75.55,2.5183
0,M,0,0,0,14,1,0,0,0,0,0,0,0,0,Anual,0,Débito automático,20.4,0.68
0,M,0,0,0,63,1,1,Fibra óptica,0,1,0,0,0,1,Anual,0,Tarjeta de crédito,90.45,3.015
0,M,0,1,0,68,1,1,Fibra óptica,1,1,0,1,1,1,Mensual,1,E-cheque,107.7,3.59
0,M,0,0,0,3,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,0,E-cheque,74.5,2.4833
0,M,0,0,0,58,1,1,Fibra óptica,0,0,0,1,0,0,Mensual,0,Débito automático,80.65,2.6883
1,F,0,0,0,19,1,0,Fibra óptica,1,0,1,1,1,1,Mensual,1,E-cheque,106.6,3.5533
1,F,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,E-cheque,45.8,1.5267
0,F,1,1,1,24,1,0,Fibra óptica,0,0,1,0,1,1,Bi-anual,1,E-cheque,96.55,3.2183
1,F,0,0,0,18,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,85.2,2.84
0,M,0,1,1,51,1,0,DSL,1,0,0,1,1,1,Anual,1,Débito automático,76.4,2.5467
0,M,0,1,0,45,1,0,DSL,1,1,1,0,1,1,Anual,0,Débito automático,78.8,2.6267
0,F,0,1,1,61,1,1,DSL,1,1,0,0,0,0,Mensual,0,E-cheque,59.8,1.9933
1,F,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,20.2,0.6733
0,F,0,1,0,33,1,0,DSL,0,1,0,1,0,0,Anual,1,Tarjeta de crédito,53.75,1.7917
1,M,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,46.0,1.5333
1,F,0,1,0,8,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,20.15,0.6717
0,F,0,1,1,26,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,19.65,0.655
0,F,0,0,0,23,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,1,Débito automático,75.0,2.5
1,M,0,0,0,1,0,Sin telefonía,DSL,0,1,0,1,0,1,Mensual,1,Cheque,44.65,1.4883
1,F,0,0,0,2,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,E-cheque,95.15,3.1717
0,M,1,1,0,13,1,1,Fibra óptica,1,1,0,0,0,1,Mensual,0,Tarjeta de crédito,93.8,3.1267
1,F,0,1,1,1,1,0,0,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,20.15,0.6717
0,F,0,1,0,4,0,Sin telefonía,DSL,1,0,0,0,0,0,Mensual,1,E-cheque,29.05,0.9683
0,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,19.75,0.6583
1,M,0,0,0,22,1,1,DSL,1,1,0,0,0,0,Mensual,0,E-cheque,59.0,1.9667
1,F,0,0,1,2,1,0,0,0,0,0,0,0,0,Mensual,1,E-cheque,19.6,0.6533
1,M,0,0,0,1,0,Sin telefonía,DSL,0,0,0,0,0,1,Mensual,0,E-cheque,35.9,1.1967
0,F,0,0,0,21,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,68.65,2.2883
0,M,1,1,0,45,1,1,Fibra óptica,0,1,1,1,1,0,Anual,1,Débito automático,98.7,3.29
0,F,0,0,0,12,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,86.55,2.885
0,M,0,1,1,72,1,1,DSL,1,1,1,0,0,0,Bi-anual,0,Tarjeta de crédito,64.45,2.1483
0,M,0,1,1,63,1,0,DSL,1,1,1,1,1,0,Bi-anual,0,Tarjeta de crédito,74.5,2.4833
1,F,0,1,0,15,1,0,Fibra óptica,0,0,1,0,1,0,Mensual,1,E-cheque,84.3,2.81
0,M,0,1,0,43,1,1,DSL,1,0,1,0,1,1,Anual,1,E-cheque,80.2,2.6733
0,F,1,1,0,60,1,0,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,Débito automático,110.0,3.6667
0,M,0,1,0,31,1,1,DSL,0,0,0,0,1,0,Mensual,1,Tarjeta de crédito,59.05,1.9683
0,F,0,1,1,53,1,0,0,0,0,0,0,0,0,Anual,0,Débito automático,19.55,0.6517
0,F,1,0,0,67,1,1,DSL,0,1,0,0,0,0,Mensual,0,E-cheque,54.9,1.83
0,M,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Bi-anual,0,Tarjeta de crédito,88.55,2.9517
0,F,0,0,1,4,1,0,0,0,0,0,0,0,0,Mensual,1,Débito automático,20.05,0.6683
0,F,0,0,1,51,0,Sin telefonía,DSL,1,0,1,1,1,1,Anual,0,Débito automático,60.15,2.005
0,F,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque,48.8,1.6267
0,F,0,1,1,69,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,19.8,0.66
0,M,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,44.55,1.485
